customer_tweet_id,customer_author_id,customer_created_at,customer_text,support_reply_tweet_id,support_reply_author_id,support_reply_created_at,support_reply_text,document_text
210,115753,Tue Oct 31 19:54:00 +0000 2017,@ATVIAssist @115754 umm someone is streaming WWII with 500+ viewers https://t.co/AhBT7AZZSz,209.0,ATVIAssist,Tue Oct 31 22:14:22 +0000 2017,@115753 It appears this has been removed. Thanks for letting me know :) ^MB,"Customer: @ATVIAssist @115754 umm someone is streaming WWII with 500+ viewers https://t.co/AhBT7AZZSz
Support: @115753 It appears this has been removed. Thanks for letting me know :) ^MB"
212,115756,Thu Nov 02 04:03:21 +0000 2017,@ATVIAssist @115755 I'm trying to buy the digital deluxe edition on the ps store but I keep receiving an error message,214.0,ATVIAssist,Thu Nov 02 12:42:05 +0000 2017,@115756  Hello there. Sorry for the late response. I am just checking if you still in need assistance. Please let me know. ^RN,"Customer: @ATVIAssist @115755 I'm trying to buy the digital deluxe edition on the ps store but I keep receiving an error message
Support: @115756  Hello there. Sorry for the late response. I am just checking if you still in need assistance. Please let me know. ^RN"
213,115755,Tue Oct 31 22:05:44 +0000 2017,@ATVIAssist Thanks,211.0,ATVIAssist,Tue Oct 31 22:09:50 +0000 2017,"@115755  No problem, let us know if you come across any other issues or questions in the future. We are happy to help. ^RK","Customer: @ATVIAssist Thanks
Support: @115755  No problem, let us know if you come across any other issues or questions in the future. We are happy to help. ^RK"
216,115755,Tue Oct 31 19:17:18 +0000 2017,@ATVIAssist can you still pre oder ww2 on the playstation store,215.0,ATVIAssist,Tue Oct 31 22:01:51 +0000 2017,@115755 Yes you can pre order the game on the console store. For more information please contact your console store. ^RK,"Customer: @ATVIAssist can you still pre oder ww2 on the playstation store
Support: @115755 Yes you can pre order the game on the console store. For more information please contact your console store. ^RK"
218,115757,Tue Oct 31 19:19:16 +0000 2017,@115758 @ATVIAssist Are yous going to update COD Zombies on IOS for IOS 11.,217.0,ATVIAssist,Tue Oct 31 22:03:57 +0000 2017,"@115757 Good afternoon William, unfortunately this app is no longer supported. Sincerest apologies. ^JP","Customer: @115758 @ATVIAssist Are yous going to update COD Zombies on IOS for IOS 11.
Support: @115757 Good afternoon William, unfortunately this app is no longer supported. Sincerest apologies. ^JP"
220,115759,Tue Oct 31 19:15:05 +0000 2017,@115758 Why was there a half gig update for world at war?,219.0,ATVIAssist,Tue Oct 31 22:02:32 +0000 2017,"@115759 Good afternoon Jayden, sadly we don't have information on that. Sincerest apologies. ^JP","Customer: @115758 Why was there a half gig update for world at war?
Support: @115759 Good afternoon Jayden, sadly we don't have information on that. Sincerest apologies. ^JP"
222,115760,Tue Oct 31 19:05:30 +0000 2017,@108162 @115761 @ATVIAssist tried that there was people so i came back,221.0,ATVIAssist,Tue Oct 31 21:57:23 +0000 2017,@115760 This is awesome! Thank you so much for the support! Love the costumes! ^TV,"Customer: @108162 @115761 @ATVIAssist tried that there was people so i came back
Support: @115760 This is awesome! Thank you so much for the support! Love the costumes! ^TV"
225,115762,Tue Oct 31 21:59:50 +0000 2017,"@ATVIAssist So, when I go get the game on friday my 2xp code will be on the receipt?",227.0,ATVIAssist,Tue Oct 31 22:09:32 +0000 2017,@115762 Did gamestop give you a code with your pre order down payment that you needed to redeem? ^KO,"Customer: @ATVIAssist So, when I go get the game on friday my 2xp code will be on the receipt?
Support: @115762 Did gamestop give you a code with your pre order down payment that you needed to redeem? ^KO"
228,115762,Tue Oct 31 22:09:58 +0000 2017,"@ATVIAssist Yes, the beta code",229.0,ATVIAssist,Tue Oct 31 22:29:34 +0000 2017,"@115762 Have you redeemed that on your https://t.co/4YBn633EOk account? Even tho it says beta code, your pre order bonus are linked. ^KO","Customer: @ATVIAssist Yes, the beta code
Support: @115762 Have you redeemed that on your https://t.co/4YBn633EOk account? Even tho it says beta code, your pre order bonus are linked. ^KO"
230,115762,Tue Oct 31 23:04:49 +0000 2017,"@ATVIAssist Yes I have, so my code is on their?",,,,,"Customer: @ATVIAssist Yes I have, so my code is on their?"
226,115762,Tue Oct 31 20:10:09 +0000 2017,@ATVIAssist I pre ordered my game at game stop,224.0,ATVIAssist,Tue Oct 31 21:57:03 +0000 2017,@115762 Hey there! You can check out this link for more information in regards to this - https://t.co/OZIlONCLtF ^KO,"Customer: @ATVIAssist I pre ordered my game at game stop
Support: @115762 Hey there! You can check out this link for more information in regards to this - https://t.co/OZIlONCLtF ^KO"
232,115762,Tue Oct 31 05:55:34 +0000 2017,@ATVIAssist For double xp^,231.0,ATVIAssist,Tue Oct 31 14:41:36 +0000 2017,"@115762 Hello there, I apologize for the delay. Can you clarify where you pre-ordered the game? Please be sure you keep us updated. ^RN","Customer: @ATVIAssist For double xp^
Support: @115762 Hello there, I apologize for the delay. Can you clarify where you pre-ordered the game? Please be sure you keep us updated. ^RN"
234,115762,Tue Oct 31 05:55:08 +0000 2017,@ATVIAssist i pre ordered wwii but how do i get the code?,,,,,Customer: @ATVIAssist i pre ordered wwii but how do i get the code?
236,115763,Tue Oct 31 21:54:17 +0000 2017,@ATVIAssist Seth_tubbs and I am on PS4,,,,,Customer: @ATVIAssist Seth_tubbs and I am on PS4
237,115763,Tue Oct 31 21:05:07 +0000 2017,@ATVIAssist I got all of my stats reset on MWR and I don't know why. please help!!!,235.0,ATVIAssist,Tue Oct 31 21:53:44 +0000 2017,@115763 Can you please give me your gamertag / platform you're playing on so I can pull up your account information. ^CB,"Customer: @ATVIAssist I got all of my stats reset on MWR and I don't know why. please help!!!
Support: @115763 Can you please give me your gamertag / platform you're playing on so I can pull up your account information. ^CB"
239,115764,Tue Oct 31 18:45:59 +0000 2017,"@115754 @115765 @ATVIAssist @115766 

Will non season pass holders get the bobus man Carentan at any point? Or not at all?",238.0,ATVIAssist,Tue Oct 31 21:45:23 +0000 2017,"@115764

Unfortunately we don't have any information on this. Please stay tuned for more updates. ^JW","Customer: @115754 @115765 @ATVIAssist @115766 

Will non season pass holders get the bobus man Carentan at any point? Or not at all?
Support: @115764

Unfortunately we don't have any information on this. Please stay tuned for more updates. ^JW"
241,115767,Wed Nov 01 00:29:55 +0000 2017,"@AdobeCare Didn't work. Tried it on another computer, fresh install, same thing...",243.0,AdobeCare,Wed Nov 01 00:53:51 +0000 2017,@115767 Would you please DM the Adobe Product &amp; your purchase details that you have so that we can ask our experts to follow up. ^Raj https://t.co/iuwZCjz4Or,"Customer: @AdobeCare Didn't work. Tried it on another computer, fresh install, same thing...
Support: @115767 Would you please DM the Adobe Product &amp; your purchase details that you have so that we can ask our experts to follow up. ^Raj https://t.co/iuwZCjz4Or"
244,115767,Wed Nov 01 01:30:43 +0000 2017,@AdobeCare sure thing,,,,,Customer: @AdobeCare sure thing
242,115767,Tue Oct 31 22:11:01 +0000 2017,@AdobeCare the ctrl+alt+shift on load method didn't work. (2/2),240.0,AdobeCare,Tue Oct 31 22:14:17 +0000 2017,@115767 Sorry that this isn't more simple... let us know if the steps in the video work out or if you need further help ^Madison,"Customer: @AdobeCare the ctrl+alt+shift on load method didn't work. (2/2)
Support: @115767 Sorry that this isn't more simple... let us know if the steps in the video work out or if you need further help ^Madison"
247,115767,Tue Oct 31 20:54:13 +0000 2017,@AdobeCare Pretty much explained my issue in the quoted tweet... dragging an image onto a canvas no longer center snaps it...,245.0,AdobeCare,Tue Oct 31 21:09:19 +0000 2017,"@115767 Hi Jason, could you please try resetting the preferences of Photoshop &amp; let us know if it helps with the issue https://t.co/j3Dj2HDknM   ^SC","Customer: @AdobeCare Pretty much explained my issue in the quoted tweet... dragging an image onto a canvas no longer center snaps it...
Support: @115767 Hi Jason, could you please try resetting the preferences of Photoshop &amp; let us know if it helps with the issue https://t.co/j3Dj2HDknM   ^SC"
250,115767,Tue Oct 31 20:49:12 +0000 2017,Any help here @AdobeCare? https://t.co/x50e57UG4E,249.0,AdobeCare,Tue Oct 31 20:52:11 +0000 2017,"@115767 Hi Jason, please let us know if there is anything we can do to help. Thanks! ^AJ https://t.co/iuwZCjz4Or","Customer: Any help here @AdobeCare? https://t.co/x50e57UG4E
Support: @115767 Hi Jason, please let us know if there is anything we can do to help. Thanks! ^AJ https://t.co/iuwZCjz4Or"
252,115768,Tue Oct 31 22:13:01 +0000 2017,@AdobeCare nope still down.,254.0,AdobeCare,Tue Oct 31 22:19:30 +0000 2017,@115768 Have you tried signing out/back in or reinstalling the CC desktop app? https://t.co/Ne2f7tDTM0 Let us know! ^Madison,"Customer: @AdobeCare nope still down.
Support: @115768 Have you tried signing out/back in or reinstalling the CC desktop app? https://t.co/Ne2f7tDTM0 Let us know! ^Madison"
255,115768,Tue Oct 31 22:20:19 +0000 2017,@AdobeCare yes ive done that multiple times. its happened on previous versions as well.,256.0,AdobeCare,Tue Oct 31 22:24:18 +0000 2017,@115768 Thanks for confirming. We're looping in an expert who can help you out here. They will reply as soon as they're available. ^Madison,"Customer: @AdobeCare yes ive done that multiple times. its happened on previous versions as well.
Support: @115768 Thanks for confirming. We're looping in an expert who can help you out here. They will reply as soon as they're available. ^Madison"
257,115768,Tue Oct 31 22:24:47 +0000 2017,@AdobeCare ok,,,,,Customer: @AdobeCare ok
258,115768,Fri Nov 03 00:39:32 +0000 2017,@AdobeCare so..when are they available?,259.0,AdobeCare,Fri Nov 03 01:35:31 +0000 2017,@115768 Sorry for this. Let me request the expert to look into this ASAP as he is in office. ^Raj,"Customer: @AdobeCare so..when are they available?
Support: @115768 Sorry for this. Let me request the expert to look into this ASAP as he is in office. ^Raj"
260,115768,Fri Nov 03 05:29:47 +0000 2017,@AdobeCare ok. its been very frustrating. i have multiple jobs that i need finished and your application isnt helping.,261.0,AdobeCare,Mon Nov 06 16:22:30 +0000 2017,"@115768 Hi Jeffrey, we wanted to check if you had managed to install Lightroom Classic CC. Please let us know if you need further assistance. ^NR https://t.co/iuwZCjz4Or","Customer: @AdobeCare ok. its been very frustrating. i have multiple jobs that i need finished and your application isnt helping.
Support: @115768 Hi Jeffrey, we wanted to check if you had managed to install Lightroom Classic CC. Please let us know if you need further assistance. ^NR https://t.co/iuwZCjz4Or"
262,115768,Mon Nov 06 16:23:56 +0000 2017,@AdobeCare no its still broken. i deleted it and will probably be getting rid of my membership and return when its working properly. thanks,263.0,AdobeCare,Mon Nov 06 17:02:22 +0000 2017,@115768 Jeffrey did you use the process listed in https://t.co/ccvXXUvXuT to delete Lightroom Classic CC? ^Jeff,"Customer: @AdobeCare no its still broken. i deleted it and will probably be getting rid of my membership and return when its working properly. thanks
Support: @115768 Jeffrey did you use the process listed in https://t.co/ccvXXUvXuT to delete Lightroom Classic CC? ^Jeff"
265,115768,Mon Nov 06 17:04:37 +0000 2017,@AdobeCare ill just wait for the next big update. ive wasted my time and patience with adobe products,267.0,AdobeCare,Mon Nov 06 17:13:59 +0000 2017,@115768 Jeffrey I am sorry to hear that. If you face future errors please review the installation logs. https://t.co/okPwBIqSxR ^Jeff,"Customer: @AdobeCare ill just wait for the next big update. ive wasted my time and patience with adobe products
Support: @115768 Jeffrey I am sorry to hear that. If you face future errors please review the installation logs. https://t.co/okPwBIqSxR ^Jeff"
266,115768,Mon Nov 06 17:04:00 +0000 2017,@AdobeCare yea ive done everything you guys told me to do. i know its not my mac either as i have the retina imac which is fairly new.,,,,,Customer: @AdobeCare yea ive done everything you guys told me to do. i know its not my mac either as i have the retina imac which is fairly new.
268,115768,Mon Nov 06 16:54:02 +0000 2017,@AdobeCare you guys have been saying that for weeks now. your product went from being great to now unable to work and terrible. very disappointed.,,,,,Customer: @AdobeCare you guys have been saying that for weeks now. your product went from being great to now unable to work and terrible. very disappointed.
253,115768,Sun Oct 29 21:02:31 +0000 2017,@115769 whats going on with your app. its totally stuck here for 1 hour and prior to updating froze and didnt work since updating. https://t.co/UpoCzPNqFb,251.0,AdobeCare,Tue Oct 31 22:12:21 +0000 2017,"@115768 Hi Jeffrey, were you able to update to Lightroom Classic CC?   ^Tanuj","Customer: @115769 whats going on with your app. its totally stuck here for 1 hour and prior to updating froze and didnt work since updating. https://t.co/UpoCzPNqFb
Support: @115768 Hi Jeffrey, were you able to update to Lightroom Classic CC?   ^Tanuj"
